CocState,CoC,Coc\ID,HudNum,year,Organization ID,Organization Name,Project ID,Project Name,Project Type,Bed Type,Geo Code,Inventory Type,Target Population A,Target Population B,address1,city,state,zip,Beds HH w/ Children,Units HH w/ Children,HMIS Beds HH w/ Children,Veteran Beds HH w/ Children,Youth Beds HH w/ Children,CH Beds HH w/ Children,Beds HH w/o Children,HMIS Beds HH w/o Children,Veteran Beds HH w/o Children,Youth Beds HH w/o Children,CH Beds HH w/o Children,Beds HH w/ only Children,HMIS Beds HH w/ only Children,CH Beds HH w only Children,Year-Round Beds,Total Seasonal Beds,Seasonal Beds Available in HMIS,Availability Start Date,Availability End Date,Total Beds,Updated On,notes,projectNotes
OR,Oregon Balance of State CoC,1063,OR-505,2018,30838,Community Action Program of East Central Oregon - (ROCC)(3457),110437,CAPECO-OHCS-Gil-SHAP New 16 - RRH (5617) [ROCC],RRH,,419021,N,SMF+HC,NA,721 SE 3RD ST STE D,Pendleton,OR,97801,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/28/18 11:30,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30838,Community Action Program of East Central Oregon - (ROCC)(3457),110438,CAPECO-OHCS-Mor-SHAP New 16 RRH (5616) [ROCC],RRH,,419049,C,SMF+HC,NA,721 SE 3RD ST STE D,PENDLETON,OR,97801,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/28/18 11:33,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30838,Community Action Program of East Central Oregon - (ROCC)(3457),110436,CAPECO-OHCS-Uma-SHAP New 16 - RRH (5614) [ROCC],RRH,,419059,C,SMF+HC,NA,721 SE 3RD ST STE D,PENDLETON,OR,97801,0,0,0,0,0,,1,1,0,0,,0,0,,1,,,,,1,3/28/18 11:34,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30945,"Community Action Resource Enterprises, Inc (3370) [ROCC]",95685,CARE - HIC - TC - Warming Center- ES (4085) [ROCC],ES,F,419057,C,SMF+HC,NA,"2310 First Street, Suite 2",Tillamook,OR,97141,0,0,0,0,0,,0,0,0,0,,0,0,,0,5,5,10/1/17 0:00,3/31/18 0:00,5,3/29/18 19:33,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30945,"Community Action Resource Enterprises, Inc (3370) [ROCC]",109918,CARE - TILL - Helping Hands- SHAP -ES - SHELTERPOINT (5557) [ROCC],ES,F,419057,N,SMF+HC,NA,2310 1ST ST STE 2,TILLAMOOK,OR,97141,2,1,2,0,0,,18,18,0,0,,0,0,,20,0,0,,,20,4/17/18 14:39,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30945,"Community Action Resource Enterprises, Inc (3370) [ROCC]",55583,CARE - TILL - Homeless Permanent Housing PSH - SHELTERPOINT (3442) [ROCC,PSH,,419057,C,SMF+HC,NA,"2310 First Street, Suite 2",Tillamook,OR,97141,2,1,2,0,0,0,4,4,0,0,4,0,0,0,6,,,,,6,3/29/18 13:07,Bed utilization is at 150%  because  we have two families with a total of  2 adults and 7 children; and then  3 single individuals.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30945,"Community Action Resource Enterprises, Inc (3370) [ROCC]",85885,CARE - TILL - MH Housing PSH - SHELTERPOINT (4570) [ROCC],PSH,,419057,C,SMF,NA,"2310 First Street, Suite 2",Tillamook,OR,97141,0,0,0,0,0,,8,8,0,0,0,0,0,,8,,,,,8,3/27/18 18:09,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30945,"Community Action Resource Enterprises, Inc (3370) [ROCC]",90526,CARE - TILL- Rapid Re-Housing - SHELTERPOINT - RRH (3441 ) [ROCC],RRH,,419057,C,SMF,NA,"2310 First Street, Suite 2",Tillamook,OR,97141,4,1,4,0,0,,2,2,0,0,,0,0,,6,,,,,6,3/21/18 13:19,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30945,"Community Action Resource Enterprises, Inc (3370) [ROCC]",90771,CARE - TILL- SSVF RRH (4761) [ROCC],RRH,,419057,C,SMF,NA,"2310 First Street, Suite 2",Tillamook,OR,97141,0,0,0,0,0,,1,1,1,0,,0,0,,1,,,,,1,3/21/18 13:21,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30945,"Community Action Resource Enterprises, Inc (3370) [ROCC]",109917,CARE-TC-OHCS-ESGP2017-ES (6192) [ROCC],ES,F,419057,N,SMF+HC,NA,2310 1ST ST STE 2,TILLAMOOK,OR,97141,2,1,2,0,0,,0,0,0,0,,0,0,,2,0,0,,,2,4/6/18 13:14,No clients were served on the PIT night.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30945,"Community Action Resource Enterprises, Inc (3370) [ROCC]",110197,CARE-TC-OHCS-ESGP2017-RRH-RA (6194) [ROCC],RRH,,419057,N,SMF+HC,NA,2310 1ST ST STE 2,TILLAMOOK,OR,97141,4,2,4,0,0,,3,3,0,0,,0,0,,7,,,,,7,3/28/18 11:37,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30980,Community Action Team (3341) [ROCC],28694,CAT - COL - HIC -Turning Point Shelter ES (4081) [ROCC],ES,V,419009,C,SMF+HC,NA,220 East Columbia River Hwy,Clatskanie,OR,97016,9,4,0,0,0,,0,0,0,0,,0,0,,9,0,0,,,9,3/9/18 20:23,This agency did not turn in PIT Forms this year to Community Action Team,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30980,Community Action Team (3341) [ROCC],101438,CAT - COL - HIC ES- Warming Center (4815) [ROCC],ES,F,419009,C,HC,NA,125 N 17TH ST,SAINT HELENS,OR,97051,0,0,0,0,0,,0,0,0,0,,0,0,,0,20,20,10/1/17 0:00,3/31/18 0:00,20,7/26/18 9:46,The warming center was not open on the Point-in-Time night due to warmer weather.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30980,Community Action Team (3341) [ROCC],58972,CAT - COL - New Beginnings PSH - SHELTERPOINT (4335) [ROCC],PSH,,419009,C,SMF+HC,NA,125 N. 17th,Saint Helens,OR,97051,12,6,12,0,0,12,2,2,0,0,2,0,0,0,14,,,,,14,3/19/18 18:11,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30980,Community Action Team (3341) [ROCC],10718,CAT - COL - Permanent Housing PSH - SHELTERPOINT (3345) [ROCC],PSH,,419009,C,SMF,NA,125 N. 17th,Saint Helens,OR,97051,0,0,0,0,0,,10,10,0,0,10,0,0,0,10,,,,,10,3/19/18 18:14,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30980,Community Action Team (3341) [ROCC],109945,CAT - COL - SHAP - ES - Phase II (6323) [ROCC],ES,F,419009,N,SMF+HC,NA,125 N 17TH ST,SAINT HELENS,OR,97051,2,1,2,0,0,,1,1,0,0,,0,0,,3,0,0,,,3,4/6/18 13:15,No clients were served on the PIT night.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30980,Community Action Team (3341) [ROCC],90604,CAT - COL - SSVF RRH (4759) [ROCC],RRH,,419009,C,SMHC,NA,125 N. 17th,Saint Helens,OR,97051,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/28/18 18:37,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30980,Community Action Team (3341) [ROCC],58874,CAT - COL - St. Helens PH-RRH Consolidated - SHELTERPOINT (4346) [ROCC],RRH,,419009,C,HC,NA,125 N. 17th,Saint Helens,OR,97051,38,11,38,0,0,,5,5,0,0,,0,0,,43,,,,,43,3/23/18 19:51,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30980,Community Action Team (3341) [ROCC],45521,CAT- COL - HIC-Correction Probation & Parole - TH (4082) [ROCC],TH,,419009,C,SMF,NA,125 N. 17th,Saint Helens,OR,97051,0,0,0,0,0,,32,0,0,0,,0,0,,32,,,,,32,3/13/18 19:41,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],95722,CCNO - BC - Continuum of Care - RRH - SHELTERPOINT (3385) [ROCC](3385),RRH,,419001,C,HC,NA,2810 Cedar Street,Baker,OR,97814,17,3,17,0,0,,3,3,0,0,,0,0,,20,,,,,20,3/21/18 13:45,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],110202,CCNO - BC - OHCS\ESGP2015-2017 - RRH (4692) [ROCC],RRH,,419001,C,SMF+HC,NA,2810 1/2 CEDAR ST,BAKER CITY,OR,97814,5,1,5,0,0,,0,0,0,0,,0,0,,5,,,,,5,3/21/18 14:28,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],95724,CCNO - BC - SSVF - C2015-OR-505A - RRH (5056) [ROCC],RRH,,419061,C,HC,NA,2802 Adams Avenue,La Grande,OR,97850,0,0,0,0,0,,3,3,3,0,,0,0,,3,,,,,3,3/28/18 11:41,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],110311,CCNO - GC - SSVF - C2015-OR-505A - RRH (5057) [ROCC],RRH,,419023,C,SMF+HC,NA,142 NE DAYTON ST,JOHN DAY,OR,97845,0,0,0,0,0,,1,1,1,0,,0,0,,1,,,,,1,3/23/18 20:11,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],85400,CCNO-BC - State Homeless Assistance Program - ES -SHELTERPOINT (3390) [ROCC],ES,V,419001,C,SMF+HC,NA,2810 Cedar Street,Baker City,OR,97814,15,7,15,0,0,,2,2,0,0,,0,0,,17,0,0,,,17,3/29/18 19:46,No vouches were issued for Baker county on the Point-in-Time night.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],55605,CCNO-GC - Continuum of Care - RRH - SHELTERPOINT (3410) [ROCC],RRH,,419023,C,SMF+HC,NA,142 NE Dayton,John Day,OR,97845,3,1,3,0,0,,0,0,0,0,,0,0,,3,,,,,3,3/21/18 13:51,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],110201,CCNO-GC - OHCS\ESGP2015-17 - RRH (4694) [ROCC],RRH,,419023,C,SMF+HC,NA,142 NE DAYTON ST,JOHN DAY,OR,97845,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/21/18 14:24,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],85401,CCNO-GC - State Homeless Assistance Program - ES - SHELTERPOINT (3415) [ROCC],ES,V,419023,C,SMF+HC,NA,142 NE Dayton,John Day,OR,97845,12,6,12,0,0,,21,21,0,0,,0,0,,33,0,0,,,33,3/29/18 19:48,No vouchers issued for Grant county on the Point in Time Night.,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],91044,CCNO-UC - Continuum of Care - RRH - SHELTERPOINT (3374) [ROCC],RRH,,419061,C,HC,NA,1504 Albany Street,La Grande,OR,97850,9,2,9,0,0,,0,0,0,0,,0,0,,9,,,,,9,3/23/18 20:14,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],110204,CCNO-UC - OHCS\ESGP2015-17 - RRH (4696) [ROCC],RRH,,419061,C,SMF+HC,NA,1504 N ALBANY ST,LA GRANDE,OR,97850,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/21/18 14:33,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],85402,CCNO-UC - State Homeless Assistance Program - ES - SHELTERPOINT (3379) [ROCC],ES,V,419061,C,SMF+HC,NA,1504 Albany Street,La Grande,OR,97850,21,10,21,0,0,,0,0,0,0,,0,0,,21,0,0,,,21,3/29/18 19:49,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],55607,CCNO-WC - Continuum of Care - RRH - SHELTERPOINT (3420) [ROCC],RRH,,419063,C,HC,NA,702 NW First Street,Enterprise,OR,97828,4,1,4,0,0,,0,0,0,0,,0,0,,4,,,,,4,3/21/18 14:03,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],103415,CCNO-WC - OHCS\ESGP2015-2017 - RRH (4697) [ROCC],RRH,,419063,C,SMF+HC,NA,702 NW 1ST ST,ENTERPRISE,OR,97828,0,0,0,0,0,,1,1,0,0,,0,0,,1,,,,,1,3/23/18 20:18,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31739,Community Connection of Northeast Oregon (3373) [ROCC],85403,CCNO-WC - State Homeless Assistance Program - ES - SHELTERPOINT (3425) [ROCC],ES,V,419063,C,SMF+HC,NA,702 NW First Street,Enterprise,OR,97828,4,1,4,0,0,,0,0,0,0,,0,0,,4,0,0,,,4,3/29/18 19:51,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32744,Community in Action  (3583) [ROCC],110312,CinA - HA - SSVF - C2015-OR-505A - RRH (5050) [ROCC],RRH,,419025,C,SMF+HC,NA,915 SW 3RD AVE,ONTARIO,OR,97914,0,0,0,0,0,,4,4,4,0,,0,0,,4,,,,,4,3/28/18 11:44,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32744,Community in Action  (3583) [ROCC],95725,CinA - MA - SSVF - C2015-OR-505A - RRH (5051) [ROCC},RRH,,419025,C,HC,NA,49 NW 1st Street,Ontario,OR,97914,0,0,0,0,0,,7,7,7,0,,0,0,,7,,,,,7,3/28/18 11:44,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32744,Community in Action  (3583) [ROCC],110224,CinA-HCSC PH-RRH (4640) [ROCC],RRH,,419025,C,SMF+HC,NA,915 SW 3RD AVE,ONTARIO,OR,97914,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,0,3/23/18 20:33,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32744,Community in Action  (3583) [ROCC],86614,CinA-HCSC-PSH 1 (4638) [ROCC],PSH,,419045,C,SFHC,NA,49 NW 1st Street,Ontario,OR,97914,6,2,6,0,0,2,1,1,0,0,1,0,0,,7,,,,,7,7/26/18 14:42,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32744,Community in Action  (3583) [ROCC],85702,CinA-HIC-Lifeways-TH (5296) [ROCC],TH,,419045,C,SFHC,NA,49 NW 1st Street,Ontario,OR,97914,7,2,0,0,0,,0,0,0,0,,0,0,,7,,,,,7,3/13/18 19:57,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32744,Community in Action  (3583) [ROCC],55868,CinA-MC-CinA PH-RRH (3716) [ROCC],RRH,,419045,C,SMF+HC,NA,49 NW 1st Street,Ontario,OR,97914,0,0,0,0,0,,1,1,0,0,,0,0,,1,,,,,1,3/21/18 20:04,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32744,Community in Action  (3583) [ROCC],45651,CinA-MC-CinA PSH Bonus 1 (4024) ]ROCC],PSH,,419025,C,SMF+HC,NA,49 NW 1st Street,Ontario,OR,97914,15,6,15,0,0,11,10,10,0,0,9,0,0,0,25,,,,,25,7/26/18 9:37,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32744,Community in Action  (3583) [ROCC],85404,CinA-MC-RHY-ES (4854) [ROCC],ES,V,419045,C,YMF,NA,49 NW 1st Street,Ontario,OR,97914,2,2,2,0,2,,1,1,0,1,,0,0,,3,0,0,,,3,3/12/18 17:09,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32744,Community in Action  (3583) [ROCC],110220,CinA-OHCS\ESGP-RRH-RA (4618) [ROCC],RRH,,419045,C,SMF+HC,,49 NW 1st Street,Ontario,OR,97914,0,0,0,0,0,,2,2,0,0,,0,0,,2,,,,,2,3/21/18 19:57,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],21773,CSC - Pelican Place/HPLUS - SHELTERPOINT-PSH (3452) [ROCC],OPH,,419041,C,SMF+HC,NA,"250 Broadalbin St SW, Ste 2A",Albany,OR,97321,20,10,20,0,0,,2,2,0,0,,0,0,,22,,,,,22,3/27/18 17:56,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],95729,CSC - Project Passport-PH-RRH (3822) [ROCC],RRH,,419041,C,SMF+HC,NA,"250 Broadalbin St SW, Ste 2A",Albany,OR,97321,14,4,14,0,0,,3,3,0,0,,0,0,,17,,,,,17,3/28/18 12:04,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],93908,CSC - Supportive Services for Veteran Families - SSVF (RRH)(4819) [ROCC],RRH,,419043,N,SMF+HC,NA,"250 Broadalbin St SW, Ste 2A",Albany,OR,97321,24,6,24,24,0,,18,18,18,0,,0,0,,42,,,,,42,3/28/18 12:05,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],28598,CSC - Tern House/HPLUS - SHELTERPOINT- PSH (3451) [ROCC],OPH,,419041,C,SMF,NA,"250 Broadalbin St SW, Ste 2A",Albany,OR,97321,0,0,0,0,0,,6,6,0,0,,0,,,6,,,,,6,3/28/18 18:38,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],90533,CSC-BEN-Supportive Housing Program-PH-RRH (4818) [ROCC],RRH,,419041,C,HC,NA,"250 Broadalbin St SW, Ste 2A",Albany,OR,97321,29,7,29,0,0,,6,6,0,0,,0,0,,35,,,,,35,3/23/18 20:41,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],28594,CSC-HIC-Albany Helping Hands - ES (4061) [ROCC],ES,F,419043,C,SMF,NA,619 SE 9th St,Albany,OR,97322,0,0,0,0,0,,112,0,0,0,,0,0,,112,0,0,,,112,3/12/18 18:23,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],83207,CSC-HIC-COI-Family Shelter - TH (4117) [ROCC],TH,,419003,C,SMF+HC,,865 NW REIMAN ST,CORVALLIS,OR,97330,19,4,0,0,0,,4,0,0,0,,0,0,,23,,,,,23,3/28/18 18:31,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],101486,CSC-HIC-COI-Transitional Housing - TH (4118) [ROCC],TH,,419003,C,SMF,NA,865 NW Reiman,Corvallis,OR,97330,0,0,0,0,0,,28,,0,0,,0,0,,28,,,,,28,3/14/18 12:23,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],28586,CSC-HIC-Emergency Winter Men Shelter - ES (4063) [ROCC],ES,F,419043,C,SM,NA,602 SE Madison,Corvallis,OR,97333,0,0,0,0,0,,40,0,0,0,,0,0,,40,0,0,,,40,3/12/18 18:28,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],28587,CSC-HIC-Emergency Womens Shelter - ES (4064) [ROCC],ES,F,419043,C,SF,NA,2330 NW Professional Dr,Corvallis,OR,97330,0,0,0,0,0,,10,0,0,0,,0,0,,10,0,0,,,10,3/12/18 18:29,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],101455,CSC-HIC-Family Promise - ES (5931) [ROCC],ES,F,469083,C,SMF+HC,NA,5030 SE HIGHWAY 101,LINCOLN CITY,OR,97367,13,3,0,0,0,,3,0,0,0,,1,0,,17,0,0,,,17,3/13/18 14:02,This agency did not turn in PIT Forms this year to Community Services Consortium,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],101456,CSC-HIC-Jackson Street Youth - ES (5333) [ROCC],ES,F,419043,C,YMF,NA,640 Main St SE,Albany,OR,97321,0,0,0,0,0,,8,,0,8,,13,,,21,0,0,,,21,3/12/18 18:35,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],55636,CSC-HIC-Partner's Place -TH (5283) [ROCC],TH,,419003,C,SMF,NA,1665 NW HARRISON BLVD,CORVALLIS,OR,97330,0,0,0,0,0,,18,0,0,0,,0,0,,18,,,,,18,3/14/18 12:26,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],28593,CSC-HIC-Samaritan House TH (4067) [ROCC],TH,,419041,C,HC,NA,715 SW Bat St,Newport,OR,97365,27,10,0,0,0,,0,0,0,0,,0,0,,27,,,,,27,4/3/18 17:07,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],109989,CSC-HIC-Signs of Victory - ES (4060) [ROCC](,ES,F,419043,C,SMF+HC,NA,640 MAIN ST SE,ALBANY,OR,97321,0,0,0,0,0,,97,0,0,0,,0,0,,97,0,0,,,97,3/13/18 17:35,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],37802,CSC-HIC-Signs of Victory Winter Shelter - ES (6364) [ROCC],ES,F,419043,C,HC,NA,640 Main St SE,Albany,OR,97321,0,0,0,0,0,,0,0,0,0,,0,0,,0,45,0,11/1/17 0:00,3/30/18 0:00,45,3/12/18 19:04,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],90542,CSC-LIN- Supportive Housing Program-PH-RRH (4817) [ROCC],RRH,,419041,C,SMF+HC,NA,"250 Broadalbin St SW, Ste 2A",Albany,OR,97321,11,3,11,0,0,,0,0,0,0,,0,0,,11,,,,,11,3/23/18 20:44,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],110313,CSC-LIN-OHCS-ESGP2017-RRH-RA (6157) [ROCC],RRH,,419003,N,SMF+HC,NA,250 BROADALBIN ST SW STE 2A,ALBANY,OR,97321,4,2,4,0,0,,1,1,0,0,,0,0,,5,,,,,5,3/23/18 21:13,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],110315,CSC-Lottery VETS-RRH (6258) [ROCC],RRH,,419043,C,SMF+HC,NA,250 BROADALBIN ST SW STE 2A,ALBANY,OR,97321,0,0,0,0,0,,3,0,3,0,,0,0,,3,,,,,3,3/28/18 12:09,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],61308,CSC\BEN\HTBA\HousingStabilization\RRH (5658) [ROCC,RRH,,419003,C,SMF+HC,NA,865 NW Reiman,Corvallis,OR,97330,2,1,2,0,0,,0,0,0,0,,0,0,,2,,,,,2,3/23/18 20:52,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],103425,CSC\LIN\HTBA\HousingStabilization\RRH (5659) [ROCC],RRH,,419043,C,SMF+HC,NA,250 BROADALBIN ST SW STE 2A,ALBANY,OR,97321,40,9,40,0,0,,2,2,0,0,,0,0,,42,,,,,42,3/28/18 12:10,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30855,Community Services Consortium  (3446) [ROCC],103426,CSC\LNC\HTBA\HousingStabilization\RRH (5660) [ROCC],RRH,,419041,C,SMF+HC,NA,250 BROADALBIN ST SW STE 2A,ALBANY,OR,97321,3,1,3,0,0,,1,1,0,0,,0,0,,4,,,,,4,3/23/18 20:55,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30983,Give Them Wings (3908) [ROCC],102887,WINGS - Phase 2 Women's Program - PH - SHELTERPOINT (5771) [ROCC],PSH,,419027,N,SMF+HC,NA,310 E 12TH ST,THE DALLES,OR,97058,12,5,12,0,0,0,0,0,0,0,0,0,0,0,12,,,,,12,3/19/18 19:22,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30983,Give Them Wings (3908) [ROCC],85890,WINGS - Rockford House - PSH - SHELTERPOINT(4330) [ROCC],PSH,,419027,C,SMF,NA,2149 Cascade,Hood River,OR,97031,0,0,0,0,0,,4,4,0,0,0,0,0,,4,,,,,4,3/19/18 18:25,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,30983,Give Them Wings (3908) [ROCC],85891,WINGS - The Dalles Duplex - PSH - SHELTERPOINT (4830) [ROCC],PSH,,419027,C,HC,NA,310 East 12th,The Dalles,OR,97058,4,1,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,4,3/19/18 18:27,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,39221,Hearts With a Mission,102880,HWAM - Grants Pass Shelter (5511) [/ROCC],ES,F,419033,C,YMF,NA,1504 NE 9TH ST,GRANTS PASS,OR,97526,0,0,0,0,0,,0,0,0,0,,7,7,,7,0,0,,,7,3/29/18 19:58,,"The organization is located in OR-502, but cross CoC boundaries and serves clients in Josephine county in OR-505.."
OR,Oregon Balance of State CoC,1063,OR-505,2018,39221,Hearts With a Mission,102881,HWAM - Josephine County Host Home - TH - (5466) [ROCC],TH,,419003,C,YMF,NA,1504 NE 9TH ST,GRANTS PASS,OR,97526,0,0,0,0,0,,0,0,0,0,,20,20,,20,,,,,20,4/3/18 17:10,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,39221,Hearts With a Mission,110022,HWAM-RHY Basic Center ES-Josephine County (6310) [ROCC],ES,F,419033,N,YMF,NA,1504 NE 9TH ST,GRANTS PASS,OR,97526,0,0,0,0,0,,0,0,0,0,,3,3,,3,0,0,,,3,3/14/18 12:01,,"The organization is located in OR-502, but cross CoC boundaries and serves clients in Josephine county in OR-505."
OR,Oregon Balance of State CoC,1063,OR-505,2018,31868,Helping Hands Re-Entry (4288) [ROCC],101471,Helping Hands - Clatsop County Outreach Emergency Shelter - ShelterPoint (4304) [ROCC],ES,F,419007,C,HC,NA,1010 Third Avenue,Seaside,OR,97138,30,10,30,0,0,,0,0,0,0,,0,0,,30,0,0,,,30,4/3/18 15:06,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31868,Helping Hands Re-Entry (4288) [ROCC],101457,Helping Hands - Tillamook Mens's ReEntry - ES - (5419) [ROCC,ES,F,419057,C,SM,NA,6505 Officer Row,Tillamook,OR,97141,0,0,0,0,0,,9,9,0,0,,0,0,,9,0,0,,,9,4/3/18 15:04,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31868,Helping Hands Re-Entry (4288) [ROCC],83205,Helping Hands - Tillamook Women's ReEntry - ES (5420) [ROCC],ES,F,419057,C,SF,NA,6505 Officer Row,Tillamook,OR,97141,0,0,0,0,0,,8,8,0,0,,0,0,,8,0,0,,,8,4/17/18 14:46,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,31868,Helping Hands Re-Entry (4288) [ROCC],95681,Helping Hands - Yamhill County Men's Shelter - ES - (5273) [ROCC],ES,F,419071,C,SM,NA,28480 NE Wilsonville Rd,Yamhill,OR,97132,14,14,14,0,0,,0,0,0,0,,0,0,,14,0,0,,,14,4/3/18 15:07,,
OR,Oregon Balance of State CoC,1063,OR-505,2018,32751,"Jackson Street Youth Shelter, Inc.  (4065) [ROCC]",95683,Jackson Street Youth - Ben - RHY - Basic Center Program - ES (5088) [ROCC],ES,F,419003,C,YMF,NA,555 NW Jackson,Corvallis,OR,97330,0,0,0,0,0,,0,0,0,0,,12,12,,12,0,0,,,12,4/6/18 13:24,,
